"","words","n","pos","neg"
"3246","topnewfollow",2,2,0
"3247","toss",2,1,1
"3248","tou",2,1,1
"3249","tournament",2,1,1
"3250","tracerequest",2,2,0
"3251","traffick",2,1,1
"3252","trash",2,0,2
"3253","triangl",2,2,0
"3254","trick",2,1,1
"3255","trop",2,0,2
"3256","troubl",2,1,1
"3257","tshirt",2,2,0
"3258","tunnel",2,0,2
"3259","turkey",2,1,1
"3260","turtl",2,0,2
"3261","tweak",2,1,1
"3262","tweep",2,1,1
"3263","tweetin",2,1,1
"3264","twist",2,1,1
"3265","tx",2,2,0
"3266","uh",2,0,2
"3267","ull",2,2,0
"3268","ummm",2,0,2
"3269","un",2,1,1
"3270","unabl",2,0,2
"3271","unblock",2,1,1
"3272","understood",2,1,1
"3273","uni",2,0,2
"3274","univers",2,2,0
"3275","UNK",2,1,1
"3276","unlik",2,0,2
"3277","unlucki",2,0,2
"3278","unni",2,1,1
"3279","upon",2,1,1
"3280","url",2,0,2
"3281","valentin",2,0,2
"3282","valu",2,2,0
"3283","vampir",2,2,0
"3284","van",2,0,2
"3285","venic",2,1,1
"3286","verifi",2,2,0
"3287","veriti",2,0,2
"3288","violenc",2,0,2
"3289","virtual",2,2,0
"3290","visual",2,2,0
"3291","vocal",2,1,1
"3292","volunt",2,2,0
"3293","vsco",2,2,0
"3294","vyapam",2,2,0
"3295","wag",2,1,1
"3296","wagga",2,2,0
"3297","wah",2,1,1
"3298","wall",2,1,1
"3299","wan",2,1,1
"3300","warmup",2,1,1
"3301","wash",2,1,1
"3302","wasp",2,0,2
"3303","wave",2,2,0
"3304","wayn",2,0,2
"3305","weav",2,0,2
"3306","weed",2,1,1
"3307","welcometweet",2,2,0
"3308","weloveyounamjoon",2,1,1
"3309","welsh",2,1,1
"3310","wendi",2,2,0
"3311","west",2,1,1
"3312","whatsoev",2,0,2
"3313","whip",2,1,1
"3314","whyyi",2,0,2
"3315","wii",2,0,2
"3316","wind",2,2,0
"3317","wisdom",2,0,2
"3318","wobbl",2,1,1
"3319","wolv",2,2,0
"3320","womad",2,1,1
"3321","wooftast",2,2,0
"3322","woohyun",2,0,2
"3323","woot",2,2,0
"3324","wore",2,0,2
"3325","worldwid",2,2,0
"3326","worthi",2,1,1
"3327","wouldv",2,0,2
"3328","wowwww",2,2,0
"3329","wrap",2,2,0
"3330","written",2,0,2
"3331","wsj",2,0,2
"3332","wth",2,0,2
"3333","wwat",2,2,0
"3334","wwe",2,0,2
"3335","xoxo",2,2,0
"3336","xoxoxo",2,1,1
"3337","xur",2,0,2
"3338","xxxx",2,2,0
"3339","xxxxxx",2,1,1
"3340","yaaay",2,2,0
"3341","yahoo",2,0,2
"3342","yan",2,1,1
"3343","yayi",2,2,0
"3344","yayyyi",2,1,1
"3345","yeahhh",2,1,1
"3346","yellow",2,2,0
"3347","yeol",2,0,2
"3348","yer",2,2,0
"3349","yoga",2,1,1
"3350","yogurt",2,2,0
"3351","yorkshir",2,2,0
"3352","youu",2,0,2
"3353","youuu",2,1,1
"3354","yrs",2,2,0
"3355","yu",2,1,1
"3356","yuna",2,2,0
"3357","yung",2,1,1
"3358","zach",2,1,1
"3359","zayncomebackto1d",2,0,2
"3360","zonzofox",2,2,0
"3361","zoo",2,0,2
"3362","zzz",2,1,1
"3363",";3",1,0,1
"3364",":'-)",1,1,0
"3365",":\",1,0,1
"3366",":|",1,1,0
"3367","🇫🇷",1,1,0
"3368","👆🏻",1,0,1
"3369","👊🏻",1,1,0
"3370","💅🏽",1,1,0
"3371","💪🏻",1,0,1
"3372","🙏🏻",1,0,1
"3373","00",1,1,0
"3374","000",1,1,0
"3375","0001",1,0,1
"3376","00128835",1,0,1
"3377","009",1,1,0
"3378","00962778381838",1,1,0
"3379","0100",1,1,0
"3380","0115am",1,1,0
"3381","0116am",1,1,0
"3382","01282",1,1,0
"3383","01482",1,1,0
"3384","02",1,0,1
"3385","02079",1,1,0
"3386","02392441234",1,1,0
"3387","0272",1,1,0
"3388","0330",1,1,0
"3389","0388",1,1,0
"3390","0702am",1,0,1
"3391","071",1,1,0
"3392","0717am",1,0,1
"3393","0717pm",1,0,1
"3394","0724pm",1,0,1
"3395","0725pm",1,0,1
"3396","0732pm",1,0,1
"3397","0734am",1,0,1
"3398","0878",1,1,0
"3399","089624641747",1,0,1
"3400","10000",1,1,0
"3401","100reasonstovisitmombasa",1,1,0
"3402","100times",1,1,0
"3403","1010",1,1,0
"3404","1016",1,1,0
"3405","1017",1,1,0
"3406","1020",1,1,0
"3407","1033",1,1,0
"3408","103k",1,0,1
"3409","1059",1,0,1
"3410","1093",1,1,0
"3411","10th",1,0,1
"3412","10x12",1,1,0
"3413","1100d",1,1,0
"3414","1111s",1,0,1
"3415","1115am2hours",1,0,1
"3416","1125am",1,0,1
"3417","1190",1,0,1
"3418","11pm",1,1,0
"3419","1200",1,0,1
"3420","12000",1,1,0
"3421","121st",1,0,1
"3422","1277",1,1,0
"3423","12pm",1,1,0
"3424","130",1,1,0
"3425","132",1,1,0
"3426","13m",1,0,1
"3427","13th",1,0,1
"3428","1400",1,1,0
"3429","144p",1,0,1
"3430","1451834461",1,0,1
"3431","150",1,1,0
"3432","1500",1,0,1
"3433","15000",1,1,0
"3434","150160",1,0,1
"3435","156",1,1,0
"3436","15e",1,1,0
"3437","15ml",1,1,0
"3438","16",1,1,0
"3439","1617",1,1,0
"3440","1620",1,1,0
"3441","1645",1,0,1
"3442","179",1,1,0
"3443","17th",1,0,1
"3444","18c",1,0,1
"3445","18k",1,0,1
"3446","18s",1,1,0
"3447","1900",1,0,1
"3448","190cr",1,1,0
"3449","1930",1,1,0
"3450","1948",1,0,1
"3451","1982",1,1,0
"3452","19th",1,0,1
"3453","1hr",1,1,0
"3454","1k",1,0,1
"3455","1ly",1,0,1
"3456","1pm",1,0,1
"3457","1tb",1,1,0
"3458","200000",1,1,0
"3459","200sub",1,1,0
"3460","2013",1,0,1
"3461","2016",1,0,1
"3462","20mins",1,0,1
"3463","20th",1,0,1
"3464","21",1,1,0
"3465","21pics",1,1,0
"3466","220515240515",1,0,1
"3467","221b",1,0,1
"3468","222",1,1,0
"3469","225k",1,1,0
"3470","22pics",1,1,0
"3471","22stans",1,0,1
"3472","230",1,0,1
"3473","230pm",1,0,1
"3474","23rd",1,0,1
"3475","2425",1,1,0
"3476","2500k",1,0,1
"3477","25x30",1,0,1
"3478","26",1,0,1
"3479","268",1,1,0
"3480","26th",1,0,1
"3481","26weeks",1,0,1
"3482","27",1,0,1
"3483","28",1,1,0
"3484","28th",1,1,0
"3485","29th",1,1,0
"3486","2am",1,1,0
"3487","2emt",1,1,0
"3488","2fm",1,0,1
"3489","2hrs",1,0,1
"3490","2ish",1,1,0
"3491","2k",1,1,0
"3492","2ne1",1,1,0
"3493","2nite",1,1,0
"3494","3000",1,0,1
"3495","303",1,0,1
"3496","310",1,0,1
"3497","325000",1,1,0
"3498","330670",1,1,0
"3499","330am",1,0,1
"3500","333505",1,1,0
"3501","34k",1,0,1
"3502","3d",1,1,0
"3503","3g",1,0,1
"3504","3points",1,1,0
"3505","3wks",1,0,1
"3506","4000",1,1,0
"3507","404",1,0,1
"3508","40mm",1,1,0
"3509","413am",1,1,0
"3510","415",1,1,0
"3511","418am",1,1,0
"3512","420",1,0,1
"3513","43",1,1,0
"3514","430",1,1,0
"3515","44",1,0,1
"3516","452096",1,1,0
"3517","454",1,1,0
"3518","490",1,1,0
"3519","4my",1,1,0
"3520","500",1,1,0
"3521","508",1,0,1
"3522","50cents",1,1,0
"3523","50notifications",1,1,0
"3524","50p",1,0,1
"3525","51",1,1,0
"3526","510",1,0,1
"3527","530",1,0,1
"3528","530am",1,0,1
"3529","5878e503",1,1,0
"3530","59",1,0,1
"3531","5ever",1,0,1
"3532","5h",1,0,1
"3533","5min",1,0,1
"3534","5minute",1,1,0
"3535","5pm",1,1,0
"3536","5s",1,0,1
"3537","60",1,1,0
"3538","600",1,0,1
"3539","601",1,1,0
"3540","615",1,0,1
"3541","615pm",1,1,0
"3542","624",1,1,0
"3543","6264308715",1,0,1
"3544","63",1,1,0
"3545","630",1,0,1
"3546","64",1,1,0
"3547","640",1,1,0
"3548","645k",1,1,0
"3549","68",1,0,1
"3550","6gb",1,0,1
"3551","6gs",1,0,1
"3552","6pm",1,1,0
"3553","6th",1,0,1
"3554","6yrs",1,0,1
"3555","700",1,1,0
"3556","7234",1,1,0
"3557","7292015",1,1,0
"3558","7304",1,0,1
"3559","74",1,1,0
"3560","740",1,1,0
"3561","748292",1,0,1
"3562","75x",1,1,0
"3563","76x",1,1,0
"3564","777x",1,1,0
"3565","78x",1,1,0
"3566","79x",1,1,0
"3567","7df89150",1,0,1
"3568","7elw",1,0,1
"3569","8)",1,1,0
"3570","80",1,0,1
"3571","80x",1,1,0
"3572","840",1,0,1
"3573","87",1,1,0
"3574","877",1,0,1
"3575","899",1,1,0
"3576","8pm",1,0,1
"3577","900am",1,1,0
"3578","90210",1,1,0
"3579","91130",1,1,0
"3580","915",1,0,1
"3581","925",1,1,0
"3582","930",1,0,1
"3583","948",1,0,1
"3584","95",1,1,0
"3585","9755804444",1,1,0
"3586","98",1,1,0
"3587","98fm",1,0,1
"3588","9dg",1,1,0
"3589","9muses",1,0,1
"3590","9website",1,0,1
"3591","a5",1,1,0
"3592","a6",1,1,0
"3593","a7la",1,1,0
"3594","aaaaaaaaaaa",1,0,1
"3595","aaaaaaaaaaaaa",1,0,1
"3596","aaaaaaaaaaaah",1,0,1
"3597","aaaaaand",1,1,0
"3598","aaaaag",1,0,1
"3599","aaaaahhhhhhhh",1,0,1
"3600","aaaahh",1,0,1
"3601","aaaahhh",1,1,0
"3602","aaahhh",1,1,0
"3603","aah",1,0,1
"3604","aahhhh",1,0,1
"3605","aaj",1,0,1
"3606","aameen",1,1,0
"3607","aapk",1,1,0
"3608","aaron",1,0,1
"3609","aarwwi",1,0,1
"3610","aayegi",1,1,0
"3611","abbycan",1,0,1
"3612","abe",1,1,0
"3613","abi",1,0,1
"3614","abit",1,1,0
"3615","about",1,0,1
"3616","abouty797",1,0,1
"3617","abrupt",1,0,1
"3618","abscess",1,0,1
"3619","absent",1,0,1
"3620","abstin",1,1,0
"3621","abus",1,0,1
"3622","abuti",1,1,0
"3623","acad",1,0,1
"3624","academ",1,0,1
"3625","accent",1,0,1
"3626","accessori",1,1,0
"3627","accid",1,0,1
"3628","accident",1,0,1
"3629","accommod",1,1,0
"3630","accord",1,1,0
"3631","accumul",1,1,0
"3632","ace",1,1,0
"3633","acheb",1,1,0
"3634","achievedin",1,0,1
"3635","acid",1,1,0
"3636","ack",1,1,0
"3637","acorn",1,1,0
"3638","actor",1,1,0
"3639","actress",1,1,0
"3640","actuallythough",1,1,0
"3641","ada",1,1,0
"3642","addictedtoanalsex",1,0,1
"3643","addit",1,0,1
"3644","addm",1,1,0
"3645","addmeonbbm",1,1,0
"3646","adf",1,1,0
"3647","adi",1,1,0
"3648","adida",1,0,1
"3649","adio",1,0,1
"3650","aditya",1,0,1
"3651","adolf",1,1,0
"3652","adrian",1,1,0
"3653","adu",1,0,1
"3654","advaddict15",1,1,0
"3655","advisori",1,0,1
"3656","ae",1,0,1
"3657","aerial",1,1,0
"3658","aff",1,1,0
"3659","affaraid",1,1,0
"3660","affili",1,1,0
"3661","afghanistnwar",1,0,1
"3662","africa",1,1,0
"3663","afridi",1,1,0
"3664","afropunk",1,0,1
"3665","aftenoon",1,0,1
"3666","afteral",1,1,0
"3667","afternon",1,1,0
"3668","afterschool",1,0,1
"3669","afterward",1,1,0
"3670","afterwork",1,1,0
"3671","afti",1,1,0
"3672","agaaaain",1,1,0
"3673","againand",1,0,1
"3674","againensoi",1,1,0
"3675","agayhippiehippi",1,1,0
"3676","agenc",1,0,1
"3677","agent",1,1,0
"3678","agessss",1,0,1
"3679","aggreg",1,1,0
"3680","agh",1,0,1
"3681","agil",1,1,0
"3682","agn",1,1,0
"3683","agnezmo",1,1,0
"3684","agonis",1,0,1
"3685","agover73",1,0,1
"3686","aha",1,1,0
"3687","ahah",1,1,0
"3688","ahaha",1,0,1
"3689","ahhhhh",1,0,1
"3690","ahouré",1,0,1
"3691","ai",1,1,0
"3692","aich",1,1,0
"3693","aidzin",1,1,0
"3694","aigooo",1,0,1
"3695","aim",1,1,0
"3696","airdroid",1,0,1
"3697","airec",1,1,0
"3698","airfield",1,0,1
"3699","airlin",1,1,0
"3700","aishhh",1,0,1
"3701","aisyah",1,0,1
"3702","aisyhhh",1,0,1
"3703","aja",1,1,0
"3704","aka",1,1,0
"3705","akana",1,0,1
"3706","aki",1,1,0
"3707","akon",1,0,1
"3708","akong",1,0,1
"3709","akooooooooooooooo",1,0,1
"3710","akshaymostlovedsuperstarev",1,1,0
"3711","alansmithpart2",1,1,0
"3712","albeit",1,0,1
"3713","alberta",1,0,1
"3714","alchemist",1,1,0
"3715","alcohol",1,1,0
"3716","ale",1,1,0
"3717","alek",1,1,0
"3718","alhamdulillah",1,1,0
"3719","alhamdullilah",1,1,0
"3720","alien",1,0,1
"3721","alienthought",1,1,0
"3722","alison",1,1,0
"3723","alix",1,1,0
"3724","allclear",1,1,0
"3725","allgoodthingsk",1,1,0
"3726","allgt",1,0,1
"3727","alliter",1,1,0
"3728","alllllll",1,0,1
"3729","alltim",1,1,0
"3730","alma",1,1,0
"3731","almasterband",1,1,0
"3732","alreaddyyi",1,0,1
"3733","aluminiumfre",1,1,0
"3734","alumni",1,1,0
"3735","alvadhaau",1,0,1
"3736","amargolonnard",1,0,1
"3737","amassiveoverdoseofship",1,1,0
"3738","amat",1,0,1
"3739","amb",1,0,1
"3740","ambr",1,1,0
"3741","ambros",1,1,0
"3742","amelia",1,0,1
"3743","americano",1,1,0
"3744","amiibo",1,0,1
"3745","aminn",1,0,1
"3746","aminormalyet",1,0,1
"3747","amm",1,1,0
"3748","amount",1,1,0
"3749","ampsha",1,0,1
"3750","amtir",1,0,1
"3751","amus",1,1,0
"3752","amyjackson21",1,1,0
"3753","anal",1,1,0
"3754","analyz",1,1,0
"3755","anarchi",1,0,1
"3756","anatomi",1,0,1
"3757","andal",1,1,0
"3758","andam",1,0,1
"3759","andar",1,1,0
"3760","andr",1,1,0
"3761","andrew",1,1,0
"3762","anesthesia",1,0,1
"3763","angek",1,0,1
"3764","anger",1,1,0
"3765","anghel",1,1,0
"3766","angi",1,0,1
"3767","anglenelson",1,1,0
"3768","angrynow",1,0,1
"3769","ani",1,0,1
"3770","annnd",1,0,1
"3771","annoyingbabi",1,1,0
"3772","annual",1,1,0
"3773","annyeong",1,1,0
"3774","anonym",1,1,0
"3775","anot",1,0,1
"3776","ans7gt",1,1,0
"3777","ansh",1,0,1
"3778","anta",1,0,1
"3779","antagonist",1,0,1
"3780","anthem",1,1,0
"3781","antichrist",1,1,0
"3782","anticip",1,1,0
"3783","antonio",1,0,1
"3784","anushka",1,1,0
"3785","anyar",1,0,1
"3786","anymoreeeee",1,0,1
"3787","anyonneee",1,0,1
"3788","anythin",1,0,1
"3789","anythingsur",1,0,1
"3790","anywayhedidanicejob",1,0,1
"3791","anz",1,1,0
"3792","ao",1,0,1
"3793","ap",1,0,1
"3794","ape",1,1,0
"3795","aplomb",1,1,0
"3796","apma",1,0,1
"3797","apologist",1,1,0
"3798","appa",1,1,0
"3799","appeas",1,1,0
"3800","append",1,0,1
"3801","appendix",1,0,1
"3802","appoint",1,0,1
"3803","approach",1,0,1
"3804","appropri",1,0,1
"3805","approxim",1,1,0
"3806","apt",1,0,1
"3807","aragalang08",1,0,1
"3808","araw",1,0,1
"3809","arbeloa",1,1,0
"3810","arc",1,1,0
"3811","arch",1,0,1
"3812","architectur",1,1,0
"3813","arctic",1,0,1
"3814","areadi",1,0,1
"3815","argh",1,0,1
"3816","argo",1,1,0
"3817","argu",1,1,0
"3818","arian",1,0,1
"3819","ariel",1,0,1
"3820","arini",1,0,1
"3821","ark",1,1,0
"3822","arma",1,1,0
"3823","arnd",1,1,0
"3824","arond",1,1,0
"3825","aroundat",1,1,0
"3826","arr",1,1,0
"3827","arrang",1,1,0
"3828","arrest",1,0,1
"3829","artworkbyli",1,1,0
"3830","as",1,0,1
"3831","asf",1,0,1
"3832","ash",1,1,0
"3833","ashraf",1,0,1
"3834","ashwathi",1,1,0
"3835","asid",1,1,0
"3836","askaman",1,1,0
"3837","askfinnick",1,0,1
"3838","askip",1,0,1
"3839","askurban",1,1,0
"3840","aspect",1,1,0
"3841","aspetti",1,1,0
"3842","assassin",1,0,1
"3843","assess",1,1,0
"3844","assiamain",1,1,0
"3845","assingn",1,0,1
"3846","assist",1,1,0
"3847","assum",1,0,1
"3848","assur",1,1,0
"3849","asthma",1,1,0
"3850","astonvilla",1,0,1
"3851","aswel",1,1,0
"3852","atchya",1,1,0
"3853","athena",1,1,0
"3854","athlet",1,0,1
"3855","atk",1,0,1
"3856","atl",1,1,0
"3857","atlanti",1,1,0
"3858","atlas",1,1,0
"3859","atroc",1,1,0
"3860","attach",1,0,1
"3861","atti",1,0,1
"3862","attract",1,1,0
"3863","audit",1,0,1
"3864","audraesar",1,0,1
"3865","auguri",1,1,0
"3866","aunt",1,1,0
"3867","aunti",1,1,0
"3868","aurini",1,1,0
"3869","ausfailia",1,0,1
"3870","auspost",1,1,0
"3871","austerlitz",1,1,0
"3872","autofocus",1,1,0
"3873","autofollowback",1,0,1
"3874","auvssscr",1,1,0
"3875","av",1,1,0
"3876","aval",1,0,1
"3877","averag",1,1,0
"3878","avert",1,0,1
"3879","avoplex",1,1,0
"3880","avril",1,1,0
"3881","await",1,1,0
"3882","awami",1,0,1
"3883","awar",1,1,0
"3884","awel",1,0,1
"3885","awesomee",1,1,0
"3886","awkward",1,1,0
"3887","awsm",1,0,1
"3888","awuna",1,0,1
"3889","awusasho",1,0,1
"3890","awuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu",1,1,0
"3891","awwhh",1,1,0
"3892","awwwwww",1,0,1
"3893","awwwwwwww",1,0,1
"3894","awwwwwwwwwww",1,0,1
"3895","axio",1,1,0
"3896","ay",1,0,1
"3897","ayala",1,0,1
"3898","ayemso",1,0,1
"3899","ayex",1,0,1
"3900","az",1,1,0
"3901","aztec",1,1,0
"3902","azzset",1,1,0
"3903","b2aa",1,0,1
"3904","b2b",1,1,0
"3905","b2c",1,1,0
"3906","b4",1,0,1
"3907","baao",1,0,1
"3908","baareeq",1,1,0
"3909","baat",1,1,0
"3910","babygirl",1,1,0
"3911","babysit",1,0,1
"3912","babyyi",1,1,0
"3913","bachpan",1,0,1
"3914","backkk",1,0,1
"3915","backstori",1,0,1
"3916","baconbutt",1,1,0
"3917","badass",1,1,0
"3918","badg",1,1,0
"3919","badlif",1,0,1
"3920","baechu",1,0,1
"3921","baechyyi",1,0,1
"3922","baek",1,0,1
"3923","baekhyun",1,1,0
"3924","bagi",1,0,1
"3925","bahari",1,1,0
"3926","bahay",1,0,1
"3927","bahayan",1,0,1
"3928","bakal",1,1,0
"3929","bakar",1,0,1
"3930","bakewel",1,0,1
"3931","bakwa",1,0,1
"3932","bald",1,0,1
"3933","bale",1,0,1
"3934","bali",1,0,1
"3935","balkan",1,1,0
"3936","baller",1,1,0
"3937","balm",1,0,1
"3938","baloch",1,1,0
"3939","baloney",1,1,0
"3940","bamp",1,0,1
"3941","banat",1,1,0
"3942","banda",1,1,0
"3943","bandana",1,0,1
"3944","bandi",1,0,1
"3945","bandung",1,0,1
"3946","bandz",1,1,0
"3947","bangalor",1,0,1
"3948","banter",1,1,0
"3949","bantim",1,1,0
"3950","baon",1,0,1
"3951","bap",1,0,1
"3952","bapak",1,0,1
"3953","bapu",1,1,0
"3954","barbel",1,0,1
"3955","barcelona",1,0,1
"3956","barcod",1,1,0
"3957","barefoot",1,0,1
"3958","barkin",1,1,0
"3959","barkkkkkkkiiidee",1,1,0
"3960","barney",1,0,1
"3961","barnstaplebideford",1,1,0
"3962","barrista",1,0,1
"3963","barsostay",1,1,0
"3964","bartend",1,0,1
"3965","basara",1,0,1
"3966","basemap",1,1,0
"3967","basenam",1,0,1
"3968","basi",1,1,0
"3969","bass",1,1,0
"3970","batb",1,1,0
"3971","batch",1,1,0
"3972","bathtub",1,0,1
"3973","battlefield",1,1,0
"3974","bawi",1,1,0
"3975","bayan",1,1,0
"3976","baymax",1,0,1
"3977","bayonetta",1,0,1
"3978","baz",1,1,0
"3979","bb17",1,0,1
"3980","bbb",1,1,0
"3981","bblf",1,0,1
"3982","bbmadeinmanila",1,0,1
"3983","bbut",1,0,1
"3984","bbygurl",1,0,1
"3985","bbz",1,0,1
"3986","bcaus",1,1,0
"3987","bcus",1,1,0
"3988","bcuz",1,1,0
"3989","bcz",1,0,1
"3990","bdayt",1,1,0
"3991","bea",1,0,1
"3992","beanatividad",1,1,0
"3993","beard",1,0,1
"3994","beardi",1,0,1
"3995","beast",1,0,1
"3996","beastmod",1,0,1
"3997","beato",1,0,1
"3998","beatport",1,1,0
"3999","beaut",1,1,0
"4000","beautiful",1,1,0
"4001","beautifullycraft",1,1,0
"4002","beautifulsweettalentedamaz",1,1,0
"4003","beb",1,0,1
"4004","bebee",1,0,1
"4005","bebeeee",1,0,1
"4006","bebii",1,0,1
"4007","bebravetoday",1,1,0
"4008","becaus",1,1,0
"4009","becauseyour",1,1,0
"4010","becho",1,0,1
"4011","bee",1,0,1
"4012","beeeeepin",1,1,0
"4013","been",1,0,1
"4014","beety697",1,0,1
"4015","beforedur",1,0,1
"4016","beforehand",1,1,0
"4017","beforewhen",1,1,0
"4018","beginn",1,1,0
"4019","beginsighps3",1,0,1
"4020","begun",1,1,0
"4021","behav",1,1,0
"4022","beheaviour",1,0,1
"4023","beij",1,1,0
"4024","bein",1,0,1
"4025","beiv",1,0,1
"4026","bek",1,0,1
"4027","bellami",1,0,1
"4028","belli",1,0,1
"4029","belt",1,0,1
"4030","beme",1,1,0
"4031","bemeapp",1,1,0
"4032","bemecod",1,1,0
"4033","benadryl",1,0,1
"4034","bencher",1,1,0
"4035","benchmark",1,1,0
"4036","benedictervent",1,0,1
"4037","bengali",1,0,1
"4038","benni",1,0,1
"4039","benson",1,1,0
"4040","bentek",1,1,0
"4041","beograd",1,1,0
"4042","beonknockknock",1,1,0
"4043","berangkaat",1,1,0
"4044","bergerac",1,1,0
"4045","berigaud",1,0,1
"4046","bes",1,0,1
"4047","besi",1,1,0
"4048","besok",1,1,0
"4049","besst",1,0,1
"4050","besteverdoctorwhoepisod",1,1,0
"4051","bestfriendsfriend",1,1,0
"4052","bestweekend",1,0,1
"4053","bethesda",1,0,1
"4054","bettor",1,0,1
"4055","bever",1,1,0
"4056","bewar",1,0,1
"4057","beyt3a2ad",1,0,1
"4058","bfr",1,1,0
"4059","bg",1,1,0
"4060","bgtau",1,0,1
"4061","bh3s",1,0,1
"4062","bhaiya",1,1,0
"4063","bheyp",1,0,1
"4064","bhk",1,1,0
"4065","bhook",1,0,1
"4066","bianca",1,0,1
"4067","bibl",1,1,0
"4068","biblethump",1,0,1
"4069","bien",1,1,0
"4070","bierc",1,1,0
"4071","bigbang",1,0,1
"4072","bigot",1,1,0
"4073","bigtim",1,0,1
"4074","bike",1,1,0
"4075","biker",1,1,0
"4076","bilal",1,0,1
"4077","bilbao",1,0,1
"4078","billionair",1,0,1
"4079","bindingofissac",1,1,0
"4080","biodivers",1,0,1
"4081","biom",1,0,1
"4082","biomass",1,0,1
"4083","bioooo",1,0,1
"4084","bip",1,1,0
"4085","bipolar",1,0,1
"4086","bir",1,1,0
"4087","birth",1,1,0
"4088","birthdaygirl",1,1,0
"4089","birthdaymonth",1,1,0
"4090","birthdaypres",1,1,0
"4091","bisexu",1,1,0
"4092","bison",1,0,1
"4093","bissmillah",1,1,0
"4094","bitchfac",1,1,0
"4095","bitin",1,0,1
"4096","bitsi",1,1,0
"4097","bittersweet",1,0,1
"4098","biz",1,1,0
"4099","bjp",1,0,1
"4100","blackberri",1,0,1
"4101","blackcountryfair",1,1,0
"4102","blackfli",1,1,0
"4103","blacklivesmatt",1,0,1
"4104","blainedarren",1,0,1
"4105","blamehoney",1,0,1
"4106","blameshoghicp",1,0,1
"4107","bland",1,0,1
"4108","blarney",1,1,0
"4109","bldg",1,0,1
"4110","bleak",1,0,1
"4111","blew",1,1,0
"4112","blight",1,0,1
"4113","blinkin",1,0,1
"4114","blockchain",1,1,0
"4115","blockjam",1,0,1
"4116","blogiversari",1,1,0
"4117","bloi",1,1,0
"4118","bloodlin",1,1,0
"4119","blooper",1,0,1
"4120","blow",1,1,0
"4121","blowjob",1,0,1
"4122","bluejay",1,1,0
"4123","blurri",1,1,0
"4124","blush",1,0,1
"4125","bna",1,0,1
"4126","bnf",1,1,0
"4127","bnte",1,1,0
"4128","bo2",1,0,1
"4129","bo3",1,0,1
"4130","boah",1,0,1
"4131","boatbound",1,1,0
"4132","boaz",1,0,1
"4133","bobbl",1,0,1
"4134","bodo",1,0,1
"4135","boggl",1,1,0
"4136","bogus",1,1,0
"4137","bohat",1,0,1
"4138","bohol",1,1,0
"4139","boi",1,1,0
"4140","boii",1,1,0
"4141","bolling",1,1,0
"4142","bom",1,1,0
"4143","bonasio",1,1,0
"4144","boner",1,0,1
"4145","boohoo",1,0,1
"4146","bookmark",1,0,1
"4147","bookreview",1,1,0
"4148","bookstor",1,1,0
"4149","boom",1,1,0
"4150","boong",1,0,1
"4151","booooor",1,0,1
"4152","booset",1,0,1
"4153","border",1,1,0
"4154","boreddd",1,0,1
"4155","boredom",1,0,1
"4156","borrow",1,1,0
"4157","bos",1,1,0
"4158","bose",1,0,1
"4159","bosen",1,0,1
"4160","botani",1,1,0
"4161","boughi",1,1,0
"4162","bowel",1,0,1
"4163","bowl",1,0,1
"4164","bowwowchicawowwow",1,1,0
"4165","boxroomcraft",1,1,0
"4166","boyirl",1,0,1
"4167","bp",1,0,1
"4168","bps",1,1,0
"4169","brad",1,0,1
"4170","brag",1,0,1
"4171","brainu",1,1,0
"4172","brake",1,0,1
"4173","brambhatt",1,1,0
"4174","branch",1,0,1
"4175","brandi",1,1,0
"4176","brasileirao",1,0,1
"4177","brawl",1,1,0
"4178","breach",1,1,0
"4179","breaktym",1,1,0
"4180","breconbeacon",1,0,1
"4181","brendon",1,0,1
"4182","brewproject",1,1,0
"4183","bri",1,0,1
"4184","brianaaaa",1,1,0
"4185","brianazabrocki",1,1,0
"4186","bridesmaid",1,0,1
"4187","brief",1,1,0
"4188","briefli",1,0,1
"4189","brienn",1,0,1
"4190","brighten",1,1,0
"4191","brighton",1,1,0
"4192","brijresid",1,1,0
"4193","briliant",1,1,0
"4194","bringmethehorizon",1,0,1
"4195","brisban",1,0,1
"4196","bristol",1,0,1
"4197","bristolart",1,1,0
"4198","brk",1,0,1
"4199","broe",1,1,0
"4200","broker",1,0,1
"4201","brolli",1,0,1
"4202","brolost",1,0,1
"4203","brook",1,0,1
"4204","bros",1,1,0
"4205","brotheeeeerrrr",1,1,0
"4206","brotherhood",1,1,0
"4207","brows",1,1,0
"4208","bruhhh",1,1,0
"4209","brum",1,0,1
"4210","bruno",1,0,1
"4211","brush",1,1,0
"4212","bruuh",1,1,0
"4213","btu",1,0,1
"4214","btwn",1,0,1
"4215","buckinghampalac",1,1,0
"4216","buckl",1,0,1
"4217","budapestgp",1,1,0
"4218","buddyyyy",1,0,1
"4219","budg",1,0,1
"4220","budget",1,0,1
"4221","bueno",1,0,1
"4222","buff",1,0,1
"4223","bugatti",1,1,0
"4224","bugbounti",1,0,1
"4225","bugger",1,0,1
"4226","bulat",1,1,0
"4227","bulet",1,0,1
"4228","bulldog",1,1,0
"4229","bulletin",1,1,0
"4230","bump",1,0,1
"4231","bun",1,0,1
"4232","bundl",1,1,0
